"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
2.0574,1.4788e+07,0.53824,4.4131,-2.8106,0,2.8253,-0.78972,0,0.61287,0,0.55432,22.44,-8.0483,0,0.93177,0,0.10337,1.0073,-0.0075852,0,1.038,0,1.0258,1.001,1.015,0.01
1.9761,1.4712e+07,0.57888,4.353,-2.9959,0,2.7031,-0.80941,0,0.70413,0,0.6113,20.713,-8.2199,0,1.4826,0,0.2582,0.96166,-0.0063177,0,0.99958,0,0.98477,1.002,1.015,0.01
1.8958,1.4635e+07,0.61906,4.2799,-3.1717,0,2.5547,-0.81037,0,0.79925,0,0.66874,18.785,-8.2091,0,2.066,0,0.42633,0.91938,-0.005298,0,0.96109,0,0.94436,1.003,1.015,0.01
1.8186,1.4556e+07,0.65765,4.1965,-3.3382,0,2.386,-0.79464,0,0.89631,0,0.72351,16.716,-8.0372,0,2.6757,0,0.58852,0.88095,-0.0045676,0,0.92376,0,0.9058,1.004,1.015,0.01
1.7464,1.4474e+07,0.69376,4.1053,-3.4958,0,2.2083,-0.76596,0,0.99166,0,0.77258,14.608,-7.7395,0,3.2856,0,0.72314,0.84636,-0.0040232,0,0.88853,0,0.86994,1.005,1.015,0.01
1.6802,1.4391e+07,0.72683,4.0092,-3.6451,0,2.0308,-0.72825,0,1.0834,0,0.81512,12.547,-7.3533,0,3.8842,0,0.82641,0.8155,-0.0035634,0,0.85605,0,0.83729,1.006,1.015,0.01
1.6207,1.4307e+07,0.7566,3.9107,-3.7869,0,1.8605,-0.68465,0,1.1704,0,0.85142,10.594,-6.908,0,4.4634,0,0.9022,0.78813,-0.0030999,0,0.82663,0,0.80805,1.007,1.015,0.01
1.5678,1.4223e+07,0.78307,3.8118,-3.9214,0,1.7023,-0.63735,0,1.2514,0,0.88211,8.793,-6.4245,0,5.0109,0,0.95552,0.76394,-0.0025743,0,0.8003,0,0.78214,1.008,1.015,0.01
1.5211,1.4141e+07,0.80642,3.7144,-4.0489,0,1.559,-0.58802,0,1.3247,0,0.90794,7.1673,-5.919,0,5.5102,0,0.99082,0.74263,-0.0019618,0,0.77689,0,0.75931,1.009,1.015,0.01
1.48,1.4061e+07,0.82693,3.62,-4.1694,0,1.4318,-0.53801,0,1.3895,0,0.92952,5.7253,-5.4051,0,5.9475,0,1.0107,0.72389,-0.0012677,0,0.75613,0,0.73926,1.01,1.015,0.01
1.4441,1.3983e+07,0.84491,3.5294,-4.2827,0,1.3207,-0.48884,0,1.4449,0,0.94729,4.4652,-4.8984,0,6.3129,0,1.0161,0.70741,-0.00051686,0,0.73771,0,0.72165,1.011,1.015,0.01
1.4125,1.3908e+07,0.86069,3.4436,-4.3885,0,1.2246,-0.44153,0,1.4914,0,0.96154,3.3722,-4.4099,0,6.6089,0,1.0067,0.69294,0.00025381,0,0.72137,0,0.70617,1.012,1.015,0.01
1.3848,1.3835e+07,0.87453,3.363,-4.4866,0,1.1419,-0.39702,0,1.5297,0,0.9726,2.4307,-3.9498,0,6.8396,0,0.98323,0.68025,0.0010074,0,0.70683,0,0.69254,1.013,1.015,0.01
1.3605,1.3764e+07,0.88669,3.2879,-4.5768,0,1.0709,-0.35567,0,1.561,0,0.98085,1.6193,-3.5222,0,7.0155,0,0.94723,0.66914,0.0017119,0,0.69389,0,0.68054,1.014,1.015,0.01
1.3391,1.3695e+07,0.89737,3.2184,-4.6594,0,1.0095,-0.31749,0,1.5865,0,0.98675,0.91794,-3.1278,0,7.1475,0,0.90162,0.65941,0.0023424,0,0.68239,0,0.66997,1.015,1.015,0.01
1.3204,1.3628e+07,0.90675,3.1546,-4.7345,0,0.9567,-0.28269,0,1.6069,0,0.99086,0.31381,-2.769,0,7.2405,0,0.85021,0.65091,0.0028826,0,0.67216,0,0.66066,1.016,1.015,0.01
1.304,1.3564e+07,0.91496,3.0964,-4.8028,0,0.91046,-0.2506,0,1.6237,0,0.99354,-0.21441,-2.4394,0,7.3091,0,0.79579,0.64352,0.0033214,0,0.66311,0,0.65249,1.017,1.015,0.01
1.2897,1.3502e+07,0.92209,3.0433,-4.865,0,0.86984,-0.22154,0,1.6376,0,0.99516,-0.6769,-2.1422,0,7.3605,0,0.74107,0.63713,0.0036527,0,0.65516,0,0.64537,1.018,1.015,0.01
1.2774,1.3438e+07,0.92823,2.9953,-4.9222,0,0.83334,-0.19516,0,1.6503,0,0.99594,-1.0893,-1.874,0,7.4112,0,0.68766,0.63169,0.0038747,0,0.64824,0,0.63925,1.019,1.015,0.01
1.2651,1.3393e+07,0.9344,2.9426,-4.9873,0,0.78824,-0.16161,0,1.6695,0,0.99526,-1.5866,-1.536,0,7.5238,0,0.61936,0.62629,0.0040031,0,0.64124,0,0.63309,1.02,1.015,0.01
1.2517,1.332e+07,0.94108,2.8804,-5.0711,0,0.73466,-0.12159,0,1.6944,0,0.99275,-2.1708,-1.1352,0,7.6855,0,0.52757,0.62053,0.0040295,0,0.63353,0,0.62641,1.0219,1.015,0.01
1.2408,1.3215e+07,0.94653,2.8221,-5.1585,0,0.69709,-0.094982,0,1.7122,0,0.99013,-2.5842,-0.87094,0,7.7886,0,0.44574,0.61591,0.0039408,0,0.62701,0,0.6209,1.0239,1.015,0.01
1.2342,1.3125e+07,0.94983,2.7742,-5.2393,0,0.6689,-0.081425,0,1.7292,0,0.98696,-2.886,-0.73882,0,7.9074,0,0.37961,0.61327,0.0037693,0,0.62282,0,0.61753,1.0258,1.015,0.01
1.2313,1.304e+07,0.95132,2.7346,-5.3157,0,0.63301,-0.067232,0,1.7588,0,0.98186,-3.2486,-0.60152,0,8.1747,0,0.31288,0.61234,0.0035383,0,0.62063,0,0.616,1.0277,1.015,0.01
1.2308,1.2968e+07,0.95154,2.7022,-5.3902,0,0.59682,-0.048325,0,1.7987,0,0.97575,-3.6048,-0.41762,0,8.5598,0,0.24814,0.61252,0.0032802,0,0.61985,0,0.61571,1.0297,1.015,0.01
1.2323,1.29e+07,0.95079,2.6757,-5.4652,0,0.56669,-0.032295,0,1.8417,0,0.96989,-3.8917,-0.2628,0,8.9888,0,0.19603,0.6136,0.0030066,0,0.62016,0,0.61641,1.0316,1.015,0.01
1.2364,1.2833e+07,0.94876,2.654,-5.5421,0,0.541,-0.025188,0,1.8865,0,0.9643,-4.1216,-0.19791,0,9.4493,0,0.15993,0.61597,0.0026981,0,0.6218,0,0.61841,1.0335,1.015,0.01
1.2428,1.2768e+07,0.94554,2.6363,-5.6219,0,0.51741,-0.024211,0,1.9352,0,0.95855,-4.3209,-0.19474,0,9.9609,0,0.13312,0.61941,0.0023677,0,0.62467,0,0.62156,1.0355,1.015,0.01
1.2508,1.2703e+07,0.94155,2.6216,-5.7055,0,0.49522,-0.027358,0,1.988,0,0.95237,-4.4991,-0.23291,0,10.524,0,0.11025,0.62359,0.0020329,0,0.62838,0,0.62549,1.0374,1.015,0.01
1.2605,1.2641e+07,0.93671,2.6097,-5.7936,0,0.47421,-0.033491,0,2.0471,0,0.94644,-4.6576,-0.30103,0,11.158,0,0.098177,0.62859,0.0016933,0,0.63298,0,0.63028,1.0394,1.015,0.01
1.2721,1.2582e+07,0.93087,2.6003,-5.8868,0,0.45382,-0.042133,0,2.1133,0,0.93925,-4.8003,-0.39437,0,11.873,0,0.083428,0.63457,0.0013464,0,0.63859,0,0.63605,1.0413,1.015,0.01
1.2861,1.2524e+07,0.92389,2.5931,-5.9855,0,0.43413,-0.053282,0,2.1865,0,0.93197,-4.9248,-0.51295,0,12.671,0,0.079166,0.64168,0.00099167,0,0.64536,0,0.64298,1.0432,1.015,0.01
1.303,1.2469e+07,0.91547,2.5882,-6.0901,0,0.41488,-0.067374,0,2.2708,0,0.9246,-5.0309,-0.66108,0,13.595,0,0.088434,0.65021,0.00063048,0,0.6536,0,0.65133,1.0452,1.015,0.01
1.3234,1.2415e+07,0.90523,2.5851,-6.2006,0,0.39534,-0.084494,0,2.3689,0,0.91445,-5.1223,-0.8395,0,14.675,0,0.087999,0.66053,0.00026905,0,0.66371,0,0.66151,1.0471,1.015,0.01
1.3487,1.2362e+07,0.89261,2.5835,-6.3164,0,0.37564,-0.10428,0,2.4782,0,0.90291,-5.1929,-1.0443,0,15.894,0,0.097432,0.67316,-7.9844e-05,0,0.6763,0,0.67406,1.049,1.015,0.01
1.3804,1.2313e+07,0.87674,2.5825,-6.4365,0,0.35625,-0.12851,0,2.6111,0,0.89271,-5.2297,-1.293,0,17.386,0,0.15335,0.68895,-0.00040014,0,0.69238,0,0.68988,1.051,1.015,0.01
1.4209,1.2264e+07,0.85652,2.5812,-6.5587,0,0.3355,-0.15911,0,2.7765,0,0.87474,-5.2394,-1.6044,0,19.254,0,0.17551,0.70895,-0.00066749,0,0.71324,0,0.71009,1.0529,1.015,0.01
1.4724,1.2218e+07,0.83074,2.5777,-6.6795,0,0.31342,-0.19285,0,2.9635,0,0.84837,-5.2115,-1.9451,0,21.408,0,0.16983,0.73427,-0.00083704,0,0.74033,0,0.73588,1.0548,1.015,0.01
1.5386,1.2178e+07,0.79764,2.5699,-6.7937,0,0.29255,-0.22909,0,3.174,0,0.82521,-5.1049,-2.3079,0,23.894,0,0.27139,0.76658,-0.00085774,0,0.77594,0,0.76909,1.0568,1.015,0.01
1.6246,1.2144e+07,0.75463,2.5549,-6.8938,0,0.27458,-0.27824,0,3.4418,0,0.8029,-4.879,-2.7966,0,27.097,0,0.48401,0.80837,-0.0007212,0,0.8237,0,0.81238,1.0587,1.015,0.01
1.7358,1.2111e+07,0.69903,2.5293,-6.9704,0,0.25372,-0.34223,0,3.751,0,0.74446,-4.5682,-3.4307,0,30.916,0,0.46293,0.86214,-0.00043121,0,0.88787,0,0.86835,1.0606,1.015,0.01
1.8753,1.2079e+07,0.6293,2.4889,-7.011,0,0.22664,-0.40399,0,4.0034,0,0.63758,-4.1935,-4.038,0,34.411,0,0.096328,0.92928,7.8046e-05,0,0.9713,0,0.93832,1.0626,1.015,0.01
2.042,1.2061e+07,0.54593,2.4297,-7.0013,0,0.20359,-0.44297,0,4.1068,0,0.53616,-3.6582,-4.4079,0,36.674,0,-0.074671,1.0093,0.0010745,0,1.0744,0,1.0222,1.0645,1.015,0.01
2.2262,1.2068e+07,0.45386,2.3475,-6.9262,0,0.19082,-0.46023,0,4.0935,0,0.47425,-2.9453,-4.548,0,38.001,0,0.24896,1.0973,0.0026994,0,1.1934,0,1.1153,1.0665,1.015,0.01
2.4062,1.2076e+07,0.36386,2.2392,-6.7715,0,0.17763,-0.45711,0,3.9054,0,0.40864,-2.269,-4.4669,0,37.639,0,0.51385,1.1827,0.0051971,0,1.3144,0,1.2064,1.0684,1.015,0.01
2.5586,1.206e+07,0.28765,2.1025,-6.525,0,0.15775,-0.42178,0,3.4624,0,0.31926,-1.809,-4.0198,0,34.407,0,0.38024,1.2538,0.0098851,0,1.4124,0,1.2825,1.0703,1.015,0.01
2.6715,1.2036e+07,0.23118,1.937,-6.1791,0,0.1384,-0.36348,0,2.9312,0,0.24502,-1.5424,-3.2916,0,29.805,0,0.18353,1.305,0.017148,0,1.4761,0,1.338,1.0723,1.015,0.01
2.7467,1.2014e+07,0.1936,1.7449,-5.733,0,0.12247,-0.30196,0,2.4739,0,0.19729,-1.4208,-2.506,0,25.592,0,0.063669,1.3379,0.02567,0,1.5129,0,1.3747,1.0742,1.015,0.01
2.792,1.2e+07,0.17094,1.5309,-5.1919,0,0.1097,-0.24802,0,2.1446,0,0.16951,-1.3978,-1.7973,0,22.462,0,-0.0002342,1.3567,0.034138,0,1.5323,0,1.3967,1.0761,1.015,0.01
2.8151,1.1947e+07,0.15939,1.3011,-4.5657,0,0.10004,-0.20526,0,1.9545,0,0.15544,-1.4278,-1.2179,0,20.644,0,-0.03191,1.3658,0.041728,0,1.5423,0,1.4079,1.0781,1.015,0.01
2.8215,1.1974e+07,0.15618,1.092,-3.9535,0,0.094856,-0.17872,0,1.8848,0,0.15096,-1.4646,-0.84291,0,19.964,0,-0.047015,1.3682,0.04721,0,1.5448,0,1.411,1.08,1.015,0.01
2.819,1.2035e+07,0.15747,0.94123,-3.4826,0,0.093455,-0.16774,0,1.8809,0,0.15123,-1.4867,-0.67695,0,19.886,0,-0.058238,1.3671,0.05002,0,1.5421,0,1.4097,1.081,1.015,0.01
2.8115,1.2007e+07,0.16117,0.82045,-3.0898,0,0.093223,-0.16144,0,1.9067,0,0.15325,-1.5109,-0.59158,0,20.08,0,-0.075911,1.3642,0.051139,0,1.537,0,1.4059,1.082,1.015,0.01
2.7987,1.1993e+07,0.16757,0.70274,-2.6962,0,0.093508,-0.15472,0,1.9708,0,0.1576,-1.545,-0.52832,0,20.644,0,-0.095875,1.3592,0.050942,0,1.53,0,1.3996,1.083,1.015,0.01
2.7803,1.1984e+07,0.17679,0.58988,-2.31,0,0.09463,-0.14771,0,2.0766,0,0.16482,-1.5857,-0.48774,0,21.607,0,-0.11308,1.3519,0.049465,0,1.5207,0,1.3905,1.084,1.015,0.01
2.7548,1.1975e+07,0.18955,0.48368,-1.939,0,0.097081,-0.13941,0,2.2194,0,0.17564,-1.6359,-0.45658,0,22.886,0,-0.12881,1.3418,0.046877,0,1.5069,0,1.3779,1.085,1.015,0.01
2.7202,1.1968e+07,0.20685,0.38587,-1.591,0,0.10159,-0.12701,0,2.3973,0,0.19151,-1.6987,-0.40246,0,24.432,0,-0.13858,1.3278,0.043383,0,1.4866,0,1.3608,1.086,1.015,0.01
2.6744,1.1965e+07,0.22973,0.29806,-1.2729,0,0.10939,-0.1067,0,2.6059,0,0.21431,-1.7737,-0.28244,0,26.173,0,-0.13411,1.3087,0.039228,0,1.4579,0,1.3382,1.087,1.015,0.01
2.6158,1.1968e+07,0.25905,0.22152,-0.99066,0,0.12243,-0.074413,0,2.8344,0,0.24603,-1.8522,-0.051032,0,27.976,0,-0.10484,1.2836,0.034654,0,1.4191,0,1.3092,1.088,1.015,0.01
2.5434,1.198e+07,0.29525,0.15712,-0.74831,0,0.14357,-0.026954,0,3.0638,0,0.28843,-1.914,0.32743,0,29.638,0,-0.039251,1.2518,0.02985,0,1.3694,0,1.2731,1.089,1.015,0.01
2.4578,1.2001e+07,0.33804,0.10512,-0.54787,0,0.17619,0.036439,0,3.2685,0,0.34233,-1.9275,0.86306,0,30.917,0,0.07224,1.2134,0.024936,0,1.3096,0,1.2304,1.09,1.015,0.01
2.3617,1.2032e+07,0.38609,0.06515,-0.38889,0,0.22328,0.11282,0,3.422,0,0.40695,-1.8562,1.5286,0,31.596,0,0.23337,1.1694,0.020024,0,1.2428,0,1.1821,1.091,1.015,0.01
2.2596,1.2072e+07,0.43714,0.03619,-0.26853,0,0.28591,0.19552,0,3.5057,0,0.47943,-1.6723,2.261,0,31.556,0,0.43849,1.1218,0.0153,0,1.1734,0,1.1306,1.092,1.015,0.01
2.1574,1.2117e+07,0.48822,0.016707,-0.18184,0,0.36139,0.27559,0,3.5159,0,0.55457,-1.3764,2.9765,0,30.836,0,0.667,1.0733,0.011043,0,1.1068,0,1.0789,1.093,1.015,0.01
2.0613,1.2164e+07,0.53629,0.0048535,-0.12253,0,0.44452,0.34596,0,3.4652,0,0.62731,-0.98997,3.6102,0,29.617,0,0.90158,1.027,0.0075406,0,1.0471,0,1.0302,1.094,1.015,0.01
1.9763,1.221e+07,0.57879,-0.0012951,-0.083769,0,0.52792,0.4032,0,3.3776,0,0.69314,-0.5579,4.131,0,28.163,0,1.1254,0.98569,0.0049633,0,0.99702,0,0.98725,1.095,1.015,0.01
1.906,1.225e+07,0.61395,-0.003535,-0.058946,0,0.60292,0.44677,0,3.2798,0,0.74787,-0.14572,4.5334,0,26.746,0,1.3151,0.95122,0.0033041,0,0.95745,0,0.9518,1.096,1.015,0.01
1.8521,1.2284e+07,0.64089,-0.0033997,-0.042251,0,0.66292,0.47862,0,3.1938,0,0.78945,0.19279,4.8345,0,25.574,0,1.4592,0.92468,0.0024313,0,0.92838,0,0.92474,1.097,1.015,0.01
1.8149,1.2313e+07,0.65948,-0.0021234,-0.028978,0,0.70442,0.50106,0,3.1328,0,0.81757,0.42623,5.0535,0,24.765,0,1.5553,0.90631,0.0021627,0,0.90914,0,0.90619,1.098,1.015,0.01
1.7937,1.2327e+07,0.67009,-0.00072989,-0.01564,0,0.72724,0.5151,0,3.1001,0,0.83317,0.54999,5.1968,0,24.338,0,1.6078,0.89578,0.0023075,0,0.89884,0,0.89571,1.099,1.015,0.01
1.7869,1.2327e+07,0.67348,0,0,0,0.73416,0.52005,0,3.0906,0,0.83801,0.58567,5.2493,0,24.216,0,1.6241,0.89241,0.0024594,0,0.89579,0,0.89241,1.1,1.015,0.01
1.9487,1.4726e+07,0.59258,4.5078,-2.7524,0,2.795,-0.66377,0,0.61852,0,0.63485,21.489,-6.7807,0,0.46652,0,0.35197,0.94765,-0.0071762,0,0.98472,0,0.97083,1.001,1.016,0.01
1.876,1.4661e+07,0.62895,4.4405,-2.9257,0,2.6491,-0.68118,0,0.70682,0,0.68633,19.633,-6.9393,0,1.0176,0,0.4994,0.90964,-0.0064023,0,0.94994,0,0.93428,1.002,1.016,0.01
1.8055,1.459e+07,0.6642,4.3637,-3.0916,0,2.4857,-0.68504,0,0.79781,0,0.73474,17.652,-6.9653,0,1.5987,0,0.63174,0.87464,-0.0057686,0,0.91588,0,0.89906,1.003,1.016,0.01
1.7387,1.4516e+07,0.69758,4.2795,-3.2506,0,2.3132,-0.67737,0,0.88909,0,0.77852,15.623,-6.8784,0,2.1952,0,0.74077,0.84276,-0.0052594,0,0.88337,0,0.86593,1.004,1.016,0.01
1.6768,1.4439e+07,0.72855,4.19,-3.4031,0,2.1395,-0.6603,0,0.97899,0,0.81724,13.619,-6.699,0,2.7968,0,0.82652,0.81394,-0.0048246,0,0.85303,0,0.83538,1.005,1.016,0.01
1.6203,1.436e+07,0.7568,4.0975,-3.5497,0,1.9708,-0.63576,0,1.0659,0,0.85108,11.697,-6.4452,0,3.3913,0,0.89261,0.78802,-0.0044007,0,0.8252,0,0.80764,1.006,1.016,0.01
1.5694,1.4281e+07,0.78224,4.0038,-3.6906,0,1.8121,-0.60541,0,1.148,0,0.88047,9.9001,-6.1324,0,3.9636,0,0.94287,0.76481,-0.0039343,0,0.8,0,0.78274,1.007,1.016,0.01
1.524,1.4202e+07,0.80495,3.9103,-3.8259,0,1.6662,-0.57082,0,1.224,0,0.90583,8.2541,-5.7756,0,4.4974,0,0.9798,0.74409,-0.0033944,0,0.77738,0,0.76055,1.008,1.016,0.01
1.4837,1.4125e+07,0.82509,3.8183,-3.9556,0,1.5347,-0.53359,0,1.2925,0,0.92747,6.7708,-5.391,0,4.9797,0,1.004,0.72563,-0.0027736,0,0.75717,0,0.74087,1.009,1.016,0.01
1.4481,1.4049e+07,0.8429,3.7289,-4.0793,0,1.4174,-0.49511,0,1.3532,0,0.94552,5.4493,-4.9924,0,5.4049,0,1.0143,0.70925,-0.0020845,0,0.73916,0,0.72346,1.01,1.016,0.01
1.4167,1.3974e+07,0.85862,3.6427,-4.1965,0,1.3142,-0.45677,0,1.406,0,0.96015,4.2836,-4.5944,0,5.7694,0,1.01,0.69475,-0.0013502,0,0.72312,0,0.70806,1.011,1.016,0.01
1.3889,1.3901e+07,0.87248,3.5602,-4.3067,0,1.2234,-0.41928,0,1.4516,0,0.97158,3.2588,-4.2045,0,6.0785,0,0.99078,0.68193,-0.00059966,0,0.70883,0,0.69445,1.012,1.016,0.01
1.3645,1.3829e+07,0.88472,3.482,-4.4096,0,1.1444,-0.38348,0,1.4903,0,0.98023,2.3649,-3.8317,0,6.3319,0,0.95878,0.67062,0.00013966,0,0.69607,0,0.68241,1.013,1.016,0.01
1.3429,1.376e+07,0.89552,3.4082,-4.5049,0,1.0754,-0.3495,0,1.5229,0,0.98653,1.5838,-3.4779,0,6.5387,0,0.91663,0.66067,0.00084176,0,0.68468,0,0.67176,1.014,1.016,0.01
1.3238,1.3693e+07,0.90503,3.3391,-4.5926,0,1.0151,-0.31745,0,1.5504,0,0.99094,0.90151,-3.1446,0,6.705,0,0.86764,0.65194,0.0014848,0,0.67451,0,0.66234,1.015,1.016,0.01
1.3071,1.3627e+07,0.91342,3.2748,-4.6729,0,0.96272,-0.28759,0,1.5731,0,0.99395,0.30824,-2.8346,0,6.834,0,0.81521,0.64429,0.0020522,0,0.66543,0,0.65402,1.016,1.016,0.01
1.2924,1.3565e+07,0.92074,3.2152,-4.7462,0,0.916,-0.25928,0,1.5927,0,0.99581,-0.21828,-2.542,0,6.9427,0,0.76129,0.63766,0.0025304,0,0.6574,0,0.64674,1.017,1.016,0.01
1.2797,1.3505e+07,0.9271,3.1604,-4.8133,0,0.87455,-0.23329,0,1.6098,0,0.99681,-0.68316,-2.2745,0,7.036,0,0.70816,0.63196,0.0029102,0,0.65033,0,0.6404,1.018,1.016,0.01
1.2688,1.3442e+07,0.93253,3.1101,-4.8752,0,0.83599,-0.20847,0,1.6268,0,0.99698,-1.1103,-2.0208,0,7.1385,0,0.65596,0.62717,0.0031884,0,0.64423,0,0.63499,1.019,1.016,0.01
1.258,1.3397e+07,0.93796,3.0543,-4.9457,0,0.78796,-0.17592,0,1.6511,0,0.99563,-1.6308,-1.6913,0,7.3125,0,0.58854,0.62244,0.0033935,0,0.63806,0,0.62958,1.02,1.016,0.01
1.2462,1.3323e+07,0.94385,2.9872,-5.036,0,0.73609,-0.14027,0,1.6787,0,0.99292,-2.1912,-1.3322,0,7.5102,0,0.50256,0.61741,0.0035179,0,0.63121,0,0.62369,1.0219,1.016,0.01
1.2369,1.3218e+07,0.9485,2.923,-5.1295,0,0.70133,-0.11762,0,1.6982,0,0.99035,-2.5691,-1.1056,0,7.6374,0,0.42908,0.61356,0.0035272,0,0.62551,0,0.61897,1.0239,1.016,0.01
1.2317,1.313e+07,0.95109,2.8693,-5.2152,0,0.66895,-0.10305,0,1.7212,0,0.98653,-2.9056,-0.96164,0,7.8244,0,0.36372,0.61164,0.0034402,0,0.62205,0,0.61632,1.0258,1.016,0.01
1.2297,1.305e+07,0.95208,2.8244,-5.2958,0,0.62888,-0.083902,0,1.7581,0,0.98082,-3.3042,-0.77337,0,8.1704,0,0.29626,0.61124,0.0032798,0,0.62038,0,0.61531,1.0277,1.016,0.01
1.2299,1.2979e+07,0.95197,2.7874,-5.3739,0,0.5927,-0.064671,0,1.8014,0,0.97468,-3.6562,-0.58511,0,8.5925,0,0.23455,0.61179,0.0030778,0,0.6199,0,0.61534,1.0297,1.016,0.01
1.2323,1.2912e+07,0.95081,2.7569,-5.4518,0,0.56284,-0.05269,0,1.8461,0,0.96883,-3.9358,-0.47014,0,9.0408,0,0.18624,0.61331,0.0028363,0,0.62056,0,0.61644,1.0316,1.016,0.01
1.2372,1.2844e+07,0.94835,2.7317,-5.5311,0,0.53714,-0.04678,0,1.8929,0,0.96319,-4.1611,-0.41683,0,9.5247,0,0.15371,0.61613,0.002547,0,0.6226,0,0.61886,1.0335,1.016,0.01
1.2442,1.2779e+07,0.94487,2.7109,-5.6128,0,0.51353,-0.046373,0,1.9434,0,0.95731,-4.3573,-0.41901,0,10.057,0,0.12834,0.61987,0.0022344,0,0.6257,0,0.62228,1.0355,1.016,0.01
1.2526,1.2715e+07,0.94064,2.6937,-5.6981,0,0.49137,-0.049833,0,1.9981,0,0.95105,-4.5324,-0.46007,0,10.641,0,0.10676,0.62431,0.0019111,0,0.62962,0,0.62644,1.0374,1.016,0.01
1.2628,1.2653e+07,0.93552,2.6796,-5.7876,0,0.47043,-0.056208,0,2.0593,0,0.94497,-4.687,-0.53052,0,11.298,0,0.095956,0.6296,0.0015764,0,0.63447,0,0.6315,1.0394,1.016,0.01
1.2751,1.2594e+07,0.9294,2.6683,-5.882,0,0.45013,-0.06514,0,2.1274,0,0.93755,-4.8256,-0.62674,0,12.035,0,0.081763,0.63589,0.001231,0,0.64036,0,0.63756,1.0413,1.016,0.01
1.2897,1.2537e+07,0.92208,2.6594,-5.9819,0,0.4306,-0.076703,0,2.2028,0,0.9302,-4.945,-0.74946,0,12.858,0,0.080167,0.64334,0.00087611,0,0.64746,0,0.64482,1.0432,1.016,0.01
1.3074,1.2481e+07,0.91326,2.6528,-6.0876,0,0.41148,-0.091369,0,2.29,0,0.92251,-5.0458,-0.90334,0,13.815,0,0.090225,0.65226,0.00051454,0,0.65611,0,0.65357,1.0452,1.016,0.01
1.3288,1.2427e+07,0.90255,2.6481,-6.1989,0,0.39208,-0.10913,0,2.3907,0,0.91184,-5.1314,-1.0882,0,14.927,0,0.08936,0.66305,0.0001539,0,0.66674,0,0.66422,1.0471,1.016,0.01
1.3552,1.2376e+07,0.88935,2.6448,-6.3153,0,0.37265,-0.12971,0,2.5031,0,0.90022,-5.1937,-1.3008,0,16.184,0,0.10409,0.67624,-0.00019224,0,0.67999,0,0.67736,1.049,1.016,0.01
1.3884,1.2326e+07,0.87274,2.6419,-6.4354,0,0.35356,-0.15522,0,2.6409,0,0.88953,-5.2207,-1.5623,0,17.735,0,0.16257,0.69274,-0.00050852,0,0.69693,0,0.69394,1.051,1.016,0.01
1.4307,1.2278e+07,0.85161,2.6383,-6.5568,0,0.33306,-0.18718,0,2.8107,0,0.86995,-5.2199,-1.8871,0,19.66,0,0.17797,0.7136,-0.00077064,0,0.71887,0,0.71506,1.0529,1.016,0.01
1.4844,1.2232e+07,0.82477,2.6322,-6.6758,0,0.31153,-0.2218,0,3.0001,0,0.84304,-5.1771,-2.2365,0,21.855,0,0.17807,0.73993,-0.00093327,0,0.74732,0,0.74195,1.0548,1.016,0.01
1.5532,1.2194e+07,0.79033,2.6211,-6.7869,0,0.29169,-0.25966,0,3.2153,0,0.82061,-5.0485,-2.6155,0,24.41,0,0.30098,0.77349,-0.00095282,0,0.78469,0,0.77653,1.0568,1.016,0.01
1.6425,1.216e+07,0.74567,2.6022,-6.8822,0,0.27464,-0.31187,0,3.4894,0,0.79585,-4.799,-3.1353,0,27.706,0,0.50643,0.81682,-0.00084185,0,0.8348,0,0.82151,1.0587,1.016,0.01
1.7574,1.2127e+07,0.68823,2.5718,-6.952,0,0.25386,-0.37762,0,3.7945,0,0.73014,-4.4718,-3.7882,0,31.523,0,0.43115,0.87229,-0.00061292,0,0.90181,0,0.87932,1.0606,1.016,0.01
1.9004,1.2096e+07,0.61674,2.526,-6.9838,0,0.22709,-0.43699,0,4.0262,0,0.6193,-4.0792,-4.3731,0,34.851,0,0.042363,0.94105,-0.00017351,0,0.98811,0,0.95104,1.0626,1.016,0.01
2.0697,1.2083e+07,0.53207,2.4605,-6.9631,0,0.20562,-0.46934,0,4.1076,0,0.52439,-3.5178,-4.678,0,36.933,0,-0.049031,1.0222,0.00075123,0,1.0939,0,1.0363,1.0645,1.016,0.01
2.2541,1.2091e+07,0.43992,2.3714,-6.8751,0,0.19386,-0.48229,0,4.0768,0,0.46681,-2.7961,-4.7771,0,38.111,0,0.31974,1.1102,0.0022752,0,1.2143,0,1.1296,1.0665,1.016,0.01
2.4308,1.2095e+07,0.35155,2.2555,-6.7062,0,0.17975,-0.47461,0,3.8547,0,0.39703,-2.1469,-4.6496,0,37.382,0,0.52396,1.1939,0.0048065,0,1.3331,0,1.2189,1.0684,1.016,0.01
2.5777,1.2077e+07,0.27811,2.111,-6.4449,0,0.15884,-0.43175,0,3.3861,0,0.30713,-1.7259,-4.1226,0,33.828,0,0.35434,1.2622,0.0097299,0,1.4263,0,1.292,1.0703,1.016,0.01
